Gene 1	Gene 2	Weight	Network group	Network
ITGB5	ADAM9	0.011458768	Co-expression	Ramaswamy-Golub-2001
ITGB5	PTPRF	0.009264981	Co-expression	Ramaswamy-Golub-2001
AQP9	NRGN	0.007833717	Co-expression	Ramaswamy-Golub-2001
ANXA3	BEX3	0.006832831	Co-expression	Ramaswamy-Golub-2001
ANXA3	CALD1	0.0071084592	Co-expression	Ramaswamy-Golub-2001
ANXA3	CTTN	0.0065526287	Co-expression	Ramaswamy-Golub-2001
ANXA3	PTPRF	0.005181425	Co-expression	Ramaswamy-Golub-2001
ANXA3	ITGB5	0.0109377345	Co-expression	Ramaswamy-Golub-2001
CYP1B1	MYLK	0.009071094	Co-expression	Ramaswamy-Golub-2001
CYP1B1	MYL9	0.010318126	Co-expression	Ramaswamy-Golub-2001
S100A12	MAFB	0.01647224	Co-expression	Ramaswamy-Golub-2001
S100A12	HLX	0.01905317	Co-expression	Ramaswamy-Golub-2001
S100A12	S100A8	0.015927307	Co-expression	Ramaswamy-Golub-2001
GP9	GAS2L1	0.0074130325	Co-expression	Ramaswamy-Golub-2001
GP9	CLDN5	0.0068565505	Co-expression	Ramaswamy-Golub-2001
GP9	PTGS1	0.0056605875	Co-expression	Ramaswamy-Golub-2001
GP9	NRGN	0.003295492	Co-expression	Ramaswamy-Golub-2001
GP9	AQP9	0.0064871227	Co-expression	Ramaswamy-Golub-2001
PLOD2	VNN1	0.011652682	Co-expression	Ramaswamy-Golub-2001
PLOD2	ADAM9	0.0064041624	Co-expression	Ramaswamy-Golub-2001
ACSL1	MAFB	0.011467296	Co-expression	Ramaswamy-Golub-2001
ACSL1	THBS1	0.016000252	Co-expression	Ramaswamy-Golub-2001
ACSL1	HLX	0.012432464	Co-expression	Ramaswamy-Golub-2001
ACSL1	S100A8	0.0119858235	Co-expression	Ramaswamy-Golub-2001
ACSL1	S100A12	0.0120818755	Co-expression	Ramaswamy-Golub-2001
LCN2	CTTN	0.010863375	Co-expression	Ramaswamy-Golub-2001
LCN2	PLOD2	0.011078996	Co-expression	Ramaswamy-Golub-2001
PLPP3	ITGA7	0.014799682	Co-expression	Ramaswamy-Golub-2001
WASF3	CALD1	0.012384809	Co-expression	Ramaswamy-Golub-2001
ALOX12	GJA4	0.0074283397	Co-expression	Ramaswamy-Golub-2001
VEGFC	CLDN5	0.0089884605	Co-expression	Ramaswamy-Golub-2001
VEGFC	NRGN	0.0040395013	Co-expression	Ramaswamy-Golub-2001
VEGFC	GP9	0.0030169426	Co-expression	Ramaswamy-Golub-2001
GP5	GUCY1B1	0.012304997	Co-expression	Ramaswamy-Golub-2001
GP5	EGF	0.010791303	Co-expression	Ramaswamy-Golub-2001
VCL	PLPP3	0.010320537	Co-expression	Ramaswamy-Golub-2001
ACTN1	THBS1	0.021089895	Co-expression	Ramaswamy-Golub-2001
ACTN1	MGLL	0.02237996	Co-expression	Ramaswamy-Golub-2001
ASAP2	NIBAN2	0.010969785	Co-expression	Ramaswamy-Golub-2001
ASAP2	SH3BGRL2	0.010273491	Co-expression	Ramaswamy-Golub-2001
ASAP2	CTDSPL	0.010070426	Co-expression	Ramaswamy-Golub-2001
ABCC3	NIBAN2	0.010059573	Co-expression	Ramaswamy-Golub-2001
ABCC3	VWF	0.013510568	Co-expression	Ramaswamy-Golub-2001
ABCC3	SPARC	0.010698496	Co-expression	Ramaswamy-Golub-2001
ABCC3	DNM3	0.016023593	Co-expression	Ramaswamy-Golub-2001
ABCC3	ASAP2	0.011661582	Co-expression	Ramaswamy-Golub-2001
LTF	CLU	0.019790243	Co-expression	Ramaswamy-Golub-2001
LTF	CTTN	0.012706641	Co-expression	Ramaswamy-Golub-2001
LTF	MYL9	0.013961493	Co-expression	Ramaswamy-Golub-2001
LTF	LTBP1	0.014086103	Co-expression	Ramaswamy-Golub-2001
LTF	CYP1B1	0.014561969	Co-expression	Ramaswamy-Golub-2001
SLC2A3	S100A8	0.010183671	Co-expression	Ramaswamy-Golub-2001
SLC2A3	ACSL1	0.010704478	Co-expression	Ramaswamy-Golub-2001
VCAN	MAFB	0.012882773	Co-expression	Ramaswamy-Golub-2001
VCAN	PTAFR	0.013467798	Co-expression	Ramaswamy-Golub-2001
VCAN	STAB1	0.011903076	Co-expression	Ramaswamy-Golub-2001
VCAN	HLX	0.012741495	Co-expression	Ramaswamy-Golub-2001
VCAN	S100A8	0.011948298	Co-expression	Ramaswamy-Golub-2001
VCAN	S100A12	0.014841717	Co-expression	Ramaswamy-Golub-2001
VCAN	ACSL1	0.011106566	Co-expression	Ramaswamy-Golub-2001
TPM1	WFDC1	0.01860683	Co-expression	Ramaswamy-Golub-2001
TPM1	CALD1	0.013089121	Co-expression	Ramaswamy-Golub-2001
TPM1	MYLK	0.016580412	Co-expression	Ramaswamy-Golub-2001
TPM1	MYL9	0.016014975	Co-expression	Ramaswamy-Golub-2001
ELANE	SMOX	0.014168324	Co-expression	Ramaswamy-Golub-2001
MMP9	SPARC	0.0164662	Co-expression	Ramaswamy-Golub-2001
COL3A1	HTRA1	0.012063225	Co-expression	Ramaswamy-Golub-2001
COL3A1	ADAM9	0.0063457796	Co-expression	Ramaswamy-Golub-2001
COL3A1	VWF	0.011377514	Co-expression	Ramaswamy-Golub-2001
COL3A1	LTBP1	0.0100542195	Co-expression	Ramaswamy-Golub-2001
COL3A1	ITGB5	0.016526945	Co-expression	Ramaswamy-Golub-2001
COL3A1	PLOD2	0.0072386833	Co-expression	Ramaswamy-Golub-2001
COL3A1	SPARC	0.015576822	Co-expression	Ramaswamy-Golub-2001
COL6A3	HTRA1	0.012533519	Co-expression	Ramaswamy-Golub-2001
COL6A3	VWF	0.020561447	Co-expression	Ramaswamy-Golub-2001
COL6A3	LTBP1	0.011298019	Co-expression	Ramaswamy-Golub-2001
COL6A3	ABCC3	0.01092863	Co-expression	Ramaswamy-Golub-2001
COL6A3	COL3A1	0.016122026	Co-expression	Ramaswamy-Golub-2001
GSN	HTRA1	0.012228159	Co-expression	Ramaswamy-Golub-2001
GSN	MYL9	0.013122454	Co-expression	Ramaswamy-Golub-2001
CSF3R	S100A8	0.011552041	Co-expression	Ramaswamy-Golub-2001
CSF3R	S100A12	0.017189357	Co-expression	Ramaswamy-Golub-2001
CSF3R	ACSL1	0.011859798	Co-expression	Ramaswamy-Golub-2001
CSF3R	VCAN	0.0110808965	Co-expression	Ramaswamy-Golub-2001
ZYX	MAFB	0.008248227	Co-expression	Ramaswamy-Golub-2001
ZYX	STAB1	0.011385179	Co-expression	Ramaswamy-Golub-2001
ZYX	HLX	0.009369293	Co-expression	Ramaswamy-Golub-2001
ZYX	S100A8	0.008118514	Co-expression	Ramaswamy-Golub-2001
ZYX	ACSL1	0.008146163	Co-expression	Ramaswamy-Golub-2001
ZYX	PRKAR2B	0.01151291	Co-expression	Ramaswamy-Golub-2001
ZYX	VCAN	0.008832176	Co-expression	Ramaswamy-Golub-2001
ZYX	CSF3R	0.010024061	Co-expression	Ramaswamy-Golub-2001
FAM20A	FAM20C	0.0140249375	Co-expression	Innocenti-Brown-2011
SH3BGRL2	TTC7B	0.027244527	Co-expression	Innocenti-Brown-2011
RETN	MCEMP1	0.023315461	Co-expression	Innocenti-Brown-2011
DYSF	SERINC2	0.008739125	Co-expression	Innocenti-Brown-2011
PLBD1	MCEMP1	0.017107707	Co-expression	Innocenti-Brown-2011
CLEC1B	EHD3	0.022259625	Co-expression	Innocenti-Brown-2011
WFDC1	KAZN	0.017483927	Co-expression	Innocenti-Brown-2011
MAP1A	ITGA2B	0.012469918	Co-expression	Innocenti-Brown-2011
ITGB3	DYSF	0.021922389	Co-expression	Innocenti-Brown-2011
PF4V1	TTC7B	0.025514994	Co-expression	Innocenti-Brown-2011
MAOB	FAXDC2	0.007359547	Co-expression	Innocenti-Brown-2011
CLDN5	ESAM	0.018787472	Co-expression	Innocenti-Brown-2011
CLDN5	EGFL7	0.016049413	Co-expression	Innocenti-Brown-2011
FSTL1	MSRB3	0.013790887	Co-expression	Innocenti-Brown-2011
CALD1	WFDC1	0.018096209	Co-expression	Innocenti-Brown-2011
PPBP	MPIG6B	0.0428931	Co-expression	Innocenti-Brown-2011
THBS1	RETN	0.007090805	Co-expression	Innocenti-Brown-2011
THBS1	ITGB3	0.007703134	Co-expression	Innocenti-Brown-2011
THBS1	JAM3	0.009366236	Co-expression	Innocenti-Brown-2011
STAB1	LYVE1	0.030240595	Co-expression	Innocenti-Brown-2011
MMP8	CMTM5	0.015025239	Co-expression	Innocenti-Brown-2011
PF4	MPIG6B	0.037652712	Co-expression	Innocenti-Brown-2011
PF4	RETN	0.018866513	Co-expression	Innocenti-Brown-2011
PF4	PPBP	0.06537964	Co-expression	Innocenti-Brown-2011
MMRN1	FSTL1	0.011306898	Co-expression	Innocenti-Brown-2011
NRGN	MPIG6B	0.017505461	Co-expression	Innocenti-Brown-2011
NRGN	PPBP	0.03072567	Co-expression	Innocenti-Brown-2011
NRGN	PF4	0.030407285	Co-expression	Innocenti-Brown-2011
GP1BA	PPBP	0.024874715	Co-expression	Innocenti-Brown-2011
MYLK	FAXDC2	0.0073474105	Co-expression	Innocenti-Brown-2011
SMOX	ITGB3	0.007809659	Co-expression	Innocenti-Brown-2011
MYL9	WFDC1	0.023308894	Co-expression	Innocenti-Brown-2011
MYL9	FSTL1	0.014715311	Co-expression	Innocenti-Brown-2011
ADAM9	ITGA1	0.010265984	Co-expression	Innocenti-Brown-2011
VWF	FSTL1	0.015624201	Co-expression	Innocenti-Brown-2011
ITGA7	METTL7B	0.033219635	Co-expression	Innocenti-Brown-2011
PTPRF	FAM20C	0.024277011	Co-expression	Innocenti-Brown-2011
PTPRF	FAM20A	0.015917156	Co-expression	Innocenti-Brown-2011
F13A1	HTRA1	0.015983531	Co-expression	Innocenti-Brown-2011
ASGR2	MGST1	0.021522483	Co-expression	Innocenti-Brown-2011
CETP	LYVE1	0.017178783	Co-expression	Innocenti-Brown-2011
CETP	MAFB	0.01845426	Co-expression	Innocenti-Brown-2011
LTBP1	CALD1	0.018951254	Co-expression	Innocenti-Brown-2011
TGFB1I1	MSRB3	0.013377697	Co-expression	Innocenti-Brown-2011
TGFB1I1	WFDC1	0.0090389	Co-expression	Innocenti-Brown-2011
TGFB1I1	FSTL1	0.0071604694	Co-expression	Innocenti-Brown-2011
TGFB1I1	MYL9	0.014282466	Co-expression	Innocenti-Brown-2011
S100A9	MCEMP1	0.02415508	Co-expression	Innocenti-Brown-2011
S100A9	LYVE1	0.017164283	Co-expression	Innocenti-Brown-2011
S100A9	PLBD1	0.019819677	Co-expression	Innocenti-Brown-2011
GUCY1B1	ADAM9	0.00714436	Co-expression	Innocenti-Brown-2011
GJA4	ESAM	0.01925231	Co-expression	Innocenti-Brown-2011
GJA4	CLDN5	0.014537878	Co-expression	Innocenti-Brown-2011
GJA4	FSTL1	0.008822286	Co-expression	Innocenti-Brown-2011
SELP	GUCY1B1	0.014257395	Co-expression	Innocenti-Brown-2011
S100A8	MCEMP1	0.022447739	Co-expression	Innocenti-Brown-2011
S100A8	RETN	0.01810212	Co-expression	Innocenti-Brown-2011
S100A8	LYVE1	0.016219258	Co-expression	Innocenti-Brown-2011
S100A8	PLBD1	0.017866049	Co-expression	Innocenti-Brown-2011
S100A8	S100A9	0.024718778	Co-expression	Innocenti-Brown-2011
AQP9	PCOLCE2	0.02372598	Co-expression	Innocenti-Brown-2011
ANXA3	KRT80	0.013058036	Co-expression	Innocenti-Brown-2011
ANXA3	ELOVL7	0.01657307	Co-expression	Innocenti-Brown-2011
ANXA3	MCEMP1	0.012709457	Co-expression	Innocenti-Brown-2011
ANXA3	VSIG2	0.013009682	Co-expression	Innocenti-Brown-2011
ANXA3	S100A9	0.01203678	Co-expression	Innocenti-Brown-2011
VSIG4	KREMEN1	0.011651398	Co-expression	Innocenti-Brown-2011
VSIG4	LYVE1	0.014683774	Co-expression	Innocenti-Brown-2011
VSIG4	PLBD1	0.013991933	Co-expression	Innocenti-Brown-2011
VSIG4	CLEC1B	0.010774158	Co-expression	Innocenti-Brown-2011
VSIG4	MAFB	0.014910887	Co-expression	Innocenti-Brown-2011
VSIG4	PTAFR	0.015646439	Co-expression	Innocenti-Brown-2011
S100A12	MCEMP1	0.026898248	Co-expression	Innocenti-Brown-2011
S100A12	RETN	0.024230588	Co-expression	Innocenti-Brown-2011
S100A12	PLBD1	0.018734874	Co-expression	Innocenti-Brown-2011
S100A12	S100A9	0.024748873	Co-expression	Innocenti-Brown-2011
S100A12	S100A8	0.024662878	Co-expression	Innocenti-Brown-2011
S100A12	ANXA3	0.010832355	Co-expression	Innocenti-Brown-2011
GSTM5	WFDC1	0.014987724	Co-expression	Innocenti-Brown-2011
GSTM5	LTBP1	0.013218145	Co-expression	Innocenti-Brown-2011
GP9	CTTN	0.013099751	Co-expression	Innocenti-Brown-2011
PLOD2	DLC1	0.012973199	Co-expression	Innocenti-Brown-2011
PLOD2	SMOX	0.004892215	Co-expression	Innocenti-Brown-2011
ACSL1	TTC7B	0.0111793885	Co-expression	Innocenti-Brown-2011
ACSL1	ARHGEF12	0.0086704185	Co-expression	Innocenti-Brown-2011
PRKAR2B	LYVE1	0.017949648	Co-expression	Innocenti-Brown-2011
PRKAR2B	MYLK	0.014298591	Co-expression	Innocenti-Brown-2011
LCN2	ITGA1	0.019020537	Co-expression	Innocenti-Brown-2011
LCN2	SMOX	0.006078378	Co-expression	Innocenti-Brown-2011
LCN2	ADAM9	0.010270838	Co-expression	Innocenti-Brown-2011
SCN1B	GAS2L1	0.025098503	Co-expression	Innocenti-Brown-2011
SCN1B	SAMD14	0.019593839	Co-expression	Innocenti-Brown-2011
FPR2	MCEMP1	0.020126982	Co-expression	Innocenti-Brown-2011
FPR2	PLBD1	0.015878396	Co-expression	Innocenti-Brown-2011
FPR2	S100A9	0.019838855	Co-expression	Innocenti-Brown-2011
FPR2	S100A8	0.015493515	Co-expression	Innocenti-Brown-2011
FPR2	S100A12	0.017158037	Co-expression	Innocenti-Brown-2011
SPARC	PRTFDC1	0.005881052	Co-expression	Innocenti-Brown-2011
SPARC	WFDC1	0.007072219	Co-expression	Innocenti-Brown-2011
SPARC	FSTL1	0.005248437	Co-expression	Innocenti-Brown-2011
SPARC	MMRN1	0.0069753407	Co-expression	Innocenti-Brown-2011
SPARC	LTBP1	0.0055801636	Co-expression	Innocenti-Brown-2011
VEGFC	NIBAN2	0.006674228	Co-expression	Innocenti-Brown-2011
VEGFC	VSIG2	0.0051121595	Co-expression	Innocenti-Brown-2011
VEGFC	LHFPL6	0.00721553	Co-expression	Innocenti-Brown-2011
VEGFC	JAM3	0.006856709	Co-expression	Innocenti-Brown-2011
EGF	LY6G6F	0.01886212	Co-expression	Innocenti-Brown-2011
VCL	WFDC1	0.016651478	Co-expression	Innocenti-Brown-2011
VCL	THBS1	0.008334293	Co-expression	Innocenti-Brown-2011
VCL	ADAM9	0.013477352	Co-expression	Innocenti-Brown-2011
VCL	TGFB1I1	0.011001133	Co-expression	Innocenti-Brown-2011
VCL	SPARC	0.008682426	Co-expression	Innocenti-Brown-2011
ASAP2	LTBP1	0.013301071	Co-expression	Innocenti-Brown-2011
ABCC3	ABLIM3	0.018617019	Co-expression	Innocenti-Brown-2011
LTF	MCEMP1	0.016453058	Co-expression	Innocenti-Brown-2011
LTF	MPIG6B	0.016725235	Co-expression	Innocenti-Brown-2011
LTF	RETN	0.022838598	Co-expression	Innocenti-Brown-2011
LTF	PPBP	0.02948511	Co-expression	Innocenti-Brown-2011
LTF	PF4	0.02966206	Co-expression	Innocenti-Brown-2011
LTF	NRGN	0.016854824	Co-expression	Innocenti-Brown-2011
LTF	S100A8	0.013671232	Co-expression	Innocenti-Brown-2011
LTF	S100A12	0.017797198	Co-expression	Innocenti-Brown-2011
VCAN	RETN	0.017559923	Co-expression	Innocenti-Brown-2011
VCAN	THBS1	0.007882797	Co-expression	Innocenti-Brown-2011
VCAN	VEGFC	0.005388144	Co-expression	Innocenti-Brown-2011
TPM1	BEX3	0.014003044	Co-expression	Innocenti-Brown-2011
ELANE	VSIG4	0.009577983	Co-expression	Innocenti-Brown-2011
ELANE	FPR2	0.012001614	Co-expression	Innocenti-Brown-2011
ELANE	LTF	0.021155618	Co-expression	Innocenti-Brown-2011
MMP9	MCEMP1	0.025478907	Co-expression	Innocenti-Brown-2011
MMP9	RETN	0.027998354	Co-expression	Innocenti-Brown-2011
MMP9	S100A9	0.020152798	Co-expression	Innocenti-Brown-2011
MMP9	S100A8	0.021797435	Co-expression	Innocenti-Brown-2011
MMP9	S100A12	0.027117599	Co-expression	Innocenti-Brown-2011
MMP9	FPR2	0.01770442	Co-expression	Innocenti-Brown-2011
MMP9	LTF	0.022191035	Co-expression	Innocenti-Brown-2011
COL3A1	PRTFDC1	0.018037869	Co-expression	Innocenti-Brown-2011
COL3A1	FSTL1	0.013405991	Co-expression	Innocenti-Brown-2011
COL3A1	SPARC	0.01292919	Co-expression	Innocenti-Brown-2011
COL6A3	FSTL1	0.015090602	Co-expression	Innocenti-Brown-2011
COL6A3	SPARC	0.009550341	Co-expression	Innocenti-Brown-2011
COL6A3	VEGFC	0.0067370436	Co-expression	Innocenti-Brown-2011
CSF3R	KREMEN1	0.017376449	Co-expression	Innocenti-Brown-2011
CSF3R	NRGN	0.020345952	Co-expression	Innocenti-Brown-2011
CSF3R	S100A12	0.0154740475	Co-expression	Innocenti-Brown-2011
ZYX	TGFB1I1	0.0051934845	Co-expression	Innocenti-Brown-2011
ZYX	SCN1B	0.0077975523	Co-expression	Innocenti-Brown-2011
ZYX	VCL	0.009295915	Co-expression	Innocenti-Brown-2011
ZYX	FRMD4B	0.0098024495	Co-expression	Innocenti-Brown-2011
CLU	MAP1A	0.006049558	Co-expression	Wang-Maris-2006
CLU	ABLIM3	0.011885308	Co-expression	Wang-Maris-2006
CAV2	CALD1	0.009835589	Co-expression	Wang-Maris-2006
PPBP	PF4V1	0.038208034	Co-expression	Wang-Maris-2006
PPBP	CALD1	0.0075985393	Co-expression	Wang-Maris-2006
GRB10	ABLIM3	0.0135805365	Co-expression	Wang-Maris-2006
TFPI	CLDN5	0.009958455	Co-expression	Wang-Maris-2006
TFPI	CALD1	0.0060186656	Co-expression	Wang-Maris-2006
TFPI	CAV2	0.012804303	Co-expression	Wang-Maris-2006
PF4	PF4V1	0.03954356	Co-expression	Wang-Maris-2006
PF4	CALD1	0.0083392495	Co-expression	Wang-Maris-2006
PF4	PPBP	0.04002889	Co-expression	Wang-Maris-2006
ITGA1	CALD1	0.008048082	Co-expression	Wang-Maris-2006
ITGA1	PPBP	0.013796098	Co-expression	Wang-Maris-2006
ITGA1	PF4	0.016132813	Co-expression	Wang-Maris-2006
HTRA1	CLDN5	0.008046288	Co-expression	Wang-Maris-2006
HTRA1	CALD1	0.0050968006	Co-expression	Wang-Maris-2006
HTRA1	ITGA1	0.0077143502	Co-expression	Wang-Maris-2006
NRGN	GAS2L1	0.014989645	Co-expression	Wang-Maris-2006
MYLK	TAL1	0.012138416	Co-expression	Wang-Maris-2006
MYLK	CLDN5	0.009520081	Co-expression	Wang-Maris-2006
MYLK	CALD1	0.006294992	Co-expression	Wang-Maris-2006
MYLK	PPBP	0.00987663	Co-expression	Wang-Maris-2006
MYLK	PF4	0.011832765	Co-expression	Wang-Maris-2006
MYLK	ITGA1	0.009909149	Co-expression	Wang-Maris-2006
MYLK	HTRA1	0.0060926704	Co-expression	Wang-Maris-2006
MYL9	CALD1	0.005964574	Co-expression	Wang-Maris-2006
MYL9	STAB1	0.0072187753	Co-expression	Wang-Maris-2006
MYL9	ITGA1	0.008135657	Co-expression	Wang-Maris-2006
MYL9	HTRA1	0.0056611593	Co-expression	Wang-Maris-2006
MYL9	MYLK	0.0069234604	Co-expression	Wang-Maris-2006
ADAM9	CALD1	0.006058704	Co-expression	Wang-Maris-2006
ADAM9	PPBP	0.010028988	Co-expression	Wang-Maris-2006
ADAM9	TFPI	0.008086941	Co-expression	Wang-Maris-2006
ADAM9	STAB1	0.007743969	Co-expression	Wang-Maris-2006
VWF	CLDN5	0.013363843	Co-expression	Wang-Maris-2006
VWF	HTRA1	0.0081322845	Co-expression	Wang-Maris-2006
VWF	MYLK	0.009378851	Co-expression	Wang-Maris-2006
ITGA7	SIRPA	0.017949212	Co-expression	Wang-Maris-2006
PTPRF	ABLIM3	0.0058465004	Co-expression	Wang-Maris-2006
PTPRF	DLC1	0.005127656	Co-expression	Wang-Maris-2006
ASGR2	SMOX	0.012148461	Co-expression	Wang-Maris-2006
LTBP1	CALD1	0.007873195	Co-expression	Wang-Maris-2006
LTBP1	MYLK	0.0084170345	Co-expression	Wang-Maris-2006
LTBP1	MYL9	0.008205855	Co-expression	Wang-Maris-2006
TGFB1I1	CALD1	0.008442282	Co-expression	Wang-Maris-2006
TGFB1I1	STAB1	0.011078227	Co-expression	Wang-Maris-2006
TGFB1I1	ITGA1	0.014482506	Co-expression	Wang-Maris-2006
TGFB1I1	HTRA1	0.008552434	Co-expression	Wang-Maris-2006
TGFB1I1	MYLK	0.010293314	Co-expression	Wang-Maris-2006
TGFB1I1	MYL9	0.010540092	Co-expression	Wang-Maris-2006
S100A9	PPBP	0.01018117	Co-expression	Wang-Maris-2006
S100A9	MMP8	0.011005696	Co-expression	Wang-Maris-2006
GUCY1B1	GAS2L1	0.018278942	Co-expression	Wang-Maris-2006
GUCY1B1	HTRA1	0.008132677	Co-expression	Wang-Maris-2006
GUCY1B1	ADAM9	0.009670242	Co-expression	Wang-Maris-2006
GJA4	CLDN5	0.013664453	Co-expression	Wang-Maris-2006
GJA4	PF4	0.011517361	Co-expression	Wang-Maris-2006
GJA4	HTRA1	0.0066559496	Co-expression	Wang-Maris-2006
GJA4	MYLK	0.0077650296	Co-expression	Wang-Maris-2006
S100A8	PPBP	0.012403505	Co-expression	Wang-Maris-2006
S100A8	MMP8	0.011829832	Co-expression	Wang-Maris-2006
S100A8	S100A9	0.010898329	Co-expression	Wang-Maris-2006
ITGB5	CALD1	0.010627374	Co-expression	Wang-Maris-2006
ITGB5	HTRA1	0.0104880035	Co-expression	Wang-Maris-2006
ITGB5	MYLK	0.013398605	Co-expression	Wang-Maris-2006
ITGB5	MYL9	0.013120236	Co-expression	Wang-Maris-2006
ITGB5	TGFB1I1	0.02077406	Co-expression	Wang-Maris-2006
AQP9	S100A9	0.010316555	Co-expression	Wang-Maris-2006
AQP9	S100A8	0.010985626	Co-expression	Wang-Maris-2006
ANXA3	PPBP	0.022324575	Co-expression	Wang-Maris-2006
ANXA3	S100A9	0.010446703	Co-expression	Wang-Maris-2006
ANXA3	S100A8	0.012107991	Co-expression	Wang-Maris-2006
VSIG4	STAB1	0.007822086	Co-expression	Wang-Maris-2006
VSIG4	MYL9	0.0062400782	Co-expression	Wang-Maris-2006
VSIG4	F13A1	0.010558896	Co-expression	Wang-Maris-2006
CYP1B1	THBS1	0.013479681	Co-expression	Wang-Maris-2006
CYP1B1	F13A1	0.013164589	Co-expression	Wang-Maris-2006
S100A12	MMP8	0.019849576	Co-expression	Wang-Maris-2006
S100A12	S100A9	0.009656164	Co-expression	Wang-Maris-2006
S100A12	S100A8	0.010239002	Co-expression	Wang-Maris-2006
GP9	SMOX	0.0097635165	Co-expression	Wang-Maris-2006
GP9	ASGR2	0.006635421	Co-expression	Wang-Maris-2006
PLOD2	S100A9	0.008873996	Co-expression	Wang-Maris-2006
PLOD2	S100A8	0.009147596	Co-expression	Wang-Maris-2006
PLOD2	AQP9	0.008903201	Co-expression	Wang-Maris-2006
ACSL1	ADAM9	0.009998806	Co-expression	Wang-Maris-2006
ACSL1	F13A1	0.016702723	Co-expression	Wang-Maris-2006
ACSL1	ANXA3	0.019359656	Co-expression	Wang-Maris-2006
F2RL3	CREB3L1	0.0043033236	Co-expression	Wang-Maris-2006
F2RL3	CETP	0.0063936673	Co-expression	Wang-Maris-2006
F2RL3	GSTM5	0.006625337	Co-expression	Wang-Maris-2006
MGLL	SIRPA	0.011489078	Co-expression	Wang-Maris-2006
MGLL	GAS2L1	0.0099063665	Co-expression	Wang-Maris-2006
MGLL	TAL1	0.013439747	Co-expression	Wang-Maris-2006
MGLL	CLDN5	0.013099273	Co-expression	Wang-Maris-2006
MGLL	HTRA1	0.00640681	Co-expression	Wang-Maris-2006
MGLL	MYLK	0.008238038	Co-expression	Wang-Maris-2006
MGLL	ITGA7	0.013804281	Co-expression	Wang-Maris-2006
PLPP3	CLDN5	0.015446195	Co-expression	Wang-Maris-2006
PLPP3	TFPI	0.009911392	Co-expression	Wang-Maris-2006
PLPP3	HTRA1	0.007971402	Co-expression	Wang-Maris-2006
PLPP3	GJA4	0.01239801	Co-expression	Wang-Maris-2006
SPARC	CALD1	0.0075891167	Co-expression	Wang-Maris-2006
SPARC	HTRA1	0.0075040446	Co-expression	Wang-Maris-2006
SPARC	MYL9	0.008332031	Co-expression	Wang-Maris-2006
SPARC	GJA4	0.010465306	Co-expression	Wang-Maris-2006
SPARC	ITGB5	0.016542088	Co-expression	Wang-Maris-2006
VEGFC	CLDN5	0.014482234	Co-expression	Wang-Maris-2006
VEGFC	CAV2	0.01834155	Co-expression	Wang-Maris-2006
VEGFC	TFPI	0.0109709725	Co-expression	Wang-Maris-2006
VEGFC	PF4	0.015434701	Co-expression	Wang-Maris-2006
VEGFC	MYLK	0.010002343	Co-expression	Wang-Maris-2006
VEGFC	GJA4	0.011880755	Co-expression	Wang-Maris-2006
EGF	SPTB	0.006907744	Co-expression	Wang-Maris-2006
EGF	SMOX	0.0069320374	Co-expression	Wang-Maris-2006
EGF	ASGR2	0.0043107495	Co-expression	Wang-Maris-2006
EGF	GSTM5	0.007340033	Co-expression	Wang-Maris-2006
EGF	GP9	0.003889647	Co-expression	Wang-Maris-2006
GP5	ALOX12	0.025222756	Co-expression	Wang-Maris-2006
VCL	TAL1	0.01776222	Co-expression	Wang-Maris-2006
VCL	CALD1	0.0091765905	Co-expression	Wang-Maris-2006
VCL	PF4	0.015868042	Co-expression	Wang-Maris-2006
VCL	HTRA1	0.008718905	Co-expression	Wang-Maris-2006
VCL	MYLK	0.010641758	Co-expression	Wang-Maris-2006
VCL	MYL9	0.00986444	Co-expression	Wang-Maris-2006
VCL	LTBP1	0.01426924	Co-expression	Wang-Maris-2006
VCL	TGFB1I1	0.017064765	Co-expression	Wang-Maris-2006
VCL	GUCY1B1	0.017027937	Co-expression	Wang-Maris-2006
VCL	SPARC	0.012866287	Co-expression	Wang-Maris-2006
ACTN1	CAV2	0.022441337	Co-expression	Wang-Maris-2006
ACTN1	MYLK	0.01029439	Co-expression	Wang-Maris-2006
ACTN1	MYL9	0.010035856	Co-expression	Wang-Maris-2006
ACTN1	TGFB1I1	0.018097347	Co-expression	Wang-Maris-2006
ACTN1	PLOD2	0.012969504	Co-expression	Wang-Maris-2006
PTCRA	SPTB	0.0069989315	Co-expression	Wang-Maris-2006
PTCRA	ASGR2	0.0044189743	Co-expression	Wang-Maris-2006
PTCRA	GSTM5	0.007974924	Co-expression	Wang-Maris-2006
PTCRA	GP9	0.0035316872	Co-expression	Wang-Maris-2006
PTCRA	F2RL3	0.0025690144	Co-expression	Wang-Maris-2006
PTCRA	EGF	0.0025372894	Co-expression	Wang-Maris-2006
LTF	CTDSPL	0.017853212	Co-expression	Wang-Maris-2006
SLC2A3	S100A9	0.01015161	Co-expression	Wang-Maris-2006
SLC2A3	S100A8	0.010646571	Co-expression	Wang-Maris-2006
SLC2A3	AQP9	0.0112993615	Co-expression	Wang-Maris-2006
VCAN	MYL9	0.008067314	Co-expression	Wang-Maris-2006
VCAN	ADAM9	0.009692982	Co-expression	Wang-Maris-2006
VCAN	S100A9	0.009084027	Co-expression	Wang-Maris-2006
